#solutionId=375316653866487564
#sourceId=4657952406958266368
#nTransits=37
#transitID,gTransitTime,gTransitFlux,gTransitFluxError,gTransitFluxOverError,gTransitMag,gTransitNObs,bpObsTime,bpFlux,bpFluxError,bpFluxOverError,bpMag,rpObsTime,rpFlux,rpFluxError,rpFluxOverError,rpMag,photometryFlagNoisyData,variabilityFlagGReject,variabilityFlagBpReject,variabilityFlagRpReject
16551564640129188,1696.1709126893345,7911.301833702098,7911.301833702098,340.83066,15.941746981739643,8,1696.1712136103538,3734.093636363507,38.32705819958136,97.427086,16.408079205435055,1696.1712992365044,6813.007670614303,44.807844587787265,152.04944,15.164548306399132,0,0,0,0
18857205026845475,1737.86700743067,10057.114367483546,10057.114367483546,485.34882,15.681183394890615,9,1737.867321675019,5507.667977636909,44.207101214794704,124.58786,15.986122837010605,1737.8674110017255,8130.87093268004,45.67525242315674,178.0148,14.972552833049296,0,0,0,0
20759531259453521,1772.269330587825,8444.396121839854,8444.396121839854,774.2066,15.87094537300143,9,1772.2696449299096,3944.5452905662823,37.006723140886244,106.589966,16.34854984850525,1772.2697339463452,6869.961523034548,45.999963560476054,149.3471,15.15550973943028,0,0,0,0
22238168342090236,1799.0095152378815,9034.068679087339,9034.068679087339,394.66788,15.79765839744209,9,1799.0098297275827,4134.855733492737,34.09986139236566,121.257256,16.29739131211656,1799.0099180697441,7250.645545840153,43.40016045097214,167.06494,15.096953814204626,0,0,0,0
22242260635136189,1799.0835217420981,8946.453004239542,8946.453004239542,362.2818,15.808239654747544,9,1799.0838364722033,4017.4907020073865,36.23462766735804,110.874344,16.328655015010206,1799.083923629528,7179.245486333047,45.13290398300186,159.06898,15.107698491642392,0,0,0,0
24148350263403562,1833.5539847273114,7452.565284716021,7452.565284716021,240.5024,16.006602394167537,9,1833.5542996522656,3653.2604786956513,34.90256585344097,104.67026,16.4318406191527,1833.5543857557655,6479.3036780290395,42.82181422710027,151.30849,15.219074662804838,1,0,0,0
27491645380150855,1894.0157821026803,7357.402764086413,7357.402764086413,518.09247,16.02055553919196,8,1894.0161249148673,3644.702745899167,40.537163908695085,89.91016,16.434386930856537,1894.0162123196515,6281.274678982934,42.709952132561064,147.06818,15.252776037562363,0,0,0,0
30918134462058663,,,,,,9,1955.9829069836926,5763.366701933221,51.40589608389866,112.1149,15.936851583224614,1955.9829926248856,8215.886130491986,49.39226418785293,166.33954,14.961259472527765,0,1,0,0
30927875281941217,,,,,,9,1956.159065533393,6030.508349545659,48.55647276007399,124.19576,15.887657408043625,1956.1591548653373,8408.453060705619,50.04582482709769,168.01508,14.93610524084983,0,1,0,0
32562641731105572,1985.7229060814475,8649.13752591981,8649.13752591981,486.49823,15.844934860361395,9,1985.72322086013,4044.969375874175,34.783004538101174,116.29155,16.321254120913867,1985.7233077998596,7215.209375039691,44.81260187016005,161.00848,15.102273155614453,0,1,0,0
34496907970786959,2020.703330221827,7104.603149441941,7104.603149441941,598.7511,16.05851730700594,8,2020.7036169253859,3860.102374534884,33.22997670832377,116.16326,16.372045158712613,2020.7037035754252,6196.003086430908,40.58933657382352,152.651,15.267616437596022,0,0,0,0
36220203274486503,2051.8682109240513,8147.4926540069655,8147.4926540069655,294.85074,15.909806923140422,8,2051.868553631205,3962.0656038305788,34.27811285991778,115.58588,16.343738060036372,2051.868641288745,7080.278784434046,42.97453602597689,164.75522,15.12276960546211,0,0,0,0
38126838153490726,2086.3486256875476,7155.117476167004,7155.117476167004,282.04446,16.050824945529495,9,2086.348940364464,3132.9016511636814,41.71382412603874,75.10464,16.598675311762133,2086.349027525125,6104.460616409383,49.310638650343314,123.79601,15.283777260700472,0,0,0,0
39743645062030600,2115.5875474599875,10597.373775025893,10597.373775025893,434.48376,15.624371236046516,9,2115.587861833526,5922.535229887444,38.55730175032591,153.60347,15.907273083846864,2115.587950517763,8365.142255245984,45.902034268562,182.23903,14.941712174028437,0,0,0,0
39747737356911296,2115.661525827229,10384.002226017541,10384.002226017541,495.60074,15.646454935665659,8,2115.6618686233965,5721.185535758949,40.234715012728586,142.19525,15.94482713582142,2115.661956296082,8218.24713804138,46.77898488096036,175.68246,14.96094750823347,0,0,0,0
41640251548415404,2149.886425797229,8785.343010008999,8785.343010008999,310.60553,15.827970060773826,9,2149.886740651963,4204.809556978845,34.903292860421196,120.47028,16.27917638919994,2149.886827387986,7374.613389429314,43.97749145828025,167.69063,15.078547357237111,1,0,0,0
