#solutionId=375316653866487564
#sourceId=4657044279033623040
#nTransits=43
#transitID,gTransitTime,gTransitFlux,gTransitFluxError,gTransitFluxOverError,gTransitMag,gTransitNObs,bpObsTime,bpFlux,bpFluxError,bpFluxOverError,bpMag,rpObsTime,rpFlux,rpFluxError,rpFluxOverError,rpMag,photometryFlagNoisyData,variabilityFlagGReject,variabilityFlagBpReject,variabilityFlagRpReject
16551646463152245,1696.1722536861394,4697.162739098955,4697.162739098955,465.78754,16.507777849252182,9,1696.1725681602,2309.435770481661,29.545969148453583,78.164154,16.92977749517702,1696.1726566149275,855443.6673695646,1701.997568879008,502.61157,9.917416961950046,0,0,0,1
16555738763150558,1696.2462322913004,5093.356407130705,5093.356407130705,455.94937,16.41985669966909,8,1696.2465750747256,2605.69734255412,40.67541096491811,64.06075,16.79873229066764,1696.2466625668949,3534.471860257511,35.828996875876264,98.64836,15.877084180229481,0,0,0,0
18843444304601369,1737.6179408353748,4030.837478113706,4030.837478113706,376.6472,16.67387864727536,9,1737.6182551711968,1809.796921412108,26.751635974359928,67.651825,17.194467603014253,1737.6183441395838,2937.9037713392086,30.890466444816315,95.10713,16.077801584347498,0,0,0,0
20763548806845118,1772.341778295676,6424.771234709417,6424.771234709417,457.71826,16.167722695908,9,1772.3420933310992,3468.097749936549,31.66462151290722,109.52595,16.48831389137945,1772.3421787441182,4223.322446010219,34.920215810804216,120.94205,15.683759899666134,0,0,0,0
20773289622270428,1772.5179347219007,6029.557009016505,6029.557009016505,336.20303,16.23665335271137,9,1772.5182489718911,3126.357631559916,35.138973425721794,88.97123,16.600945574512494,1772.5183383597025,4045.598936297823,36.416696428622274,111.09187,15.730438435064082,0,0,0,0
22214593494824202,1798.5830264227848,6231.734913056796,6231.734913056796,353.1727,16.20084443970322,9,1798.5833412286163,3338.1184178479716,32.79359237670142,101.79179,16.52978786838326,1798.5834279857088,4174.128235934857,35.64716786696131,117.09565,15.696481033255699,0,0,0,0
24134449525867690,1833.3025342882204,4814.024027927403,4814.024027927403,434.94678,16.481096233029493,8,1833.30287707158,2397.189206861546,29.942652734102214,80.05935,16.889286431659308,1833.3029646166856,3582.122716749632,32.45407059536302,110.375145,15.862544351465981,0,0,0,0
25539961161389629,1858.7205699244594,6192.812927367236,6192.812927367236,348.00928,16.207646964480077,9,1858.7208849990604,3288.088561255666,32.726612786381104,100.4714,16.54618345005482,1858.7209700073645,4160.703858824552,34.96607388941352,118.99259,15.699978486999893,0,0,0,0
27463989267447999,1893.515803951849,4702.25966711303,4702.25966711303,204.00679,16.506600347150208,8,1893.5161466712925,2343.5973541640865,32.39433425303508,72.3459,16.913834718214623,1893.5162345437411,3593.33443666116,32.961122928602904,109.01736,15.859151402453307,0,0,0,0
28980025941832134,1920.9328045959644,4396.382202687881,4396.382202687881,182.63412,16.579628264306308,9,1920.9331193359392,2220.4226862004757,28.855591089033055,76.94948,16.972453076055032,1920.9332064075256,3232.280493614245,31.003310235878143,104.25598,15.97412289786055,1,0,0,0
28984118226102105,1921.0068121170689,4715.809668064442,4715.809668064442,549.4544,16.503476195854518,9,1921.0071271045178,2442.1808185590776,35.84800845052422,68.125984,16.869097676116766,1921.0072128317327,3311.1324001931644,35.08759434631045,94.36761,15.947954133747695,0,0,0,0
30914119366496353,,,,,,9,1955.9104991093186,2552.8642397631506,36.44700422764434,70.04318,16.820972916242198,1955.910587598104,3780.2771177118266,41.09917299178601,91.97939,15.804086407459888,0,1,0,0
32586225643975527,1986.1495490433933,4086.8418560315067,4086.8418560315067,235.97377,16.658897285488663,9,1986.1498633288404,1972.2301863325029,25.16146207458381,78.38297,17.10114821157157,1986.1499526099242,3007.4371884234965,29.944705391465344,100.43302,16.052404086940342,0,1,0,0
34520545656063781,2021.1307681652956,5474.244572299774,5474.244572299774,606.60364,16.34155637595441,8,2021.1311109819067,2743.619263291708,46.38623632176589,59.14727,16.74273260721578,2021.1311983089618,3853.878133312843,42.974840905716185,89.67754,15.78315055778117,0,0,0,0
36234114728994051,2052.119725243288,6320.389453557928,6320.389453557928,271.58615,16.185507267742008,9,2052.120040120582,3364.61091736357,30.95848514186008,108.68138,16.52120509136018,2052.1201261160227,4205.904323670492,34.640853153934806,121.41457,15.688247028433043,0,0,0,0
38154484960208070,2086.8483971157852,4873.782576889605,4873.782576889605,423.7442,16.467701489363062,8,2086.848726042373,2330.998299623409,32.3302158506849,72.099686,16.91968732399991,2086.8488120997195,3688.7923205378956,43.192405759575315,85.403725,15.830684988449054,0,0,0,0
38158577246462649,2086.9224175175123,4782.788485514563,4782.788485514563,323.46606,16.488163929513476,9,2086.9227319271863,2309.2643177923524,25.411213642463302,90.8758,16.929858103308618,2086.922820814385,3541.9202077717596,30.878458511043792,114.705215,15.87479856816317,0,0,0,0
39729873979707476,2115.3382861815758,5287.615881555019,5287.615881555019,382.79895,16.37921712121915,9,2115.3386011096422,2601.3943314263115,28.469492069211498,91.37481,16.80052674189951,2115.338686767506,3816.268400834596,33.35662024779501,114.40813,15.793798222799953,0,0,0,0
41649911459104408,2150.060904226355,4389.311072075488,4389.311072075488,314.22943,16.581375965695848,8,2150.0612469840685,2109.159819297559,44.94989707960335,46.922462,17.028268492848348,2150.0613343606647,3245.183675273291,38.62741713854798,84.01244,15.96979729461554,0,0,0,0
43073317771812968,2175.8023906116573,4781.871911263921,4781.871911263921,245.47273,16.48837202009067,9,2175.80270541071,2339.3347280069825,27.42666325702956,85.29418,16.915811295599518,2175.8027918657463,3576.8372749371583,32.58722757159886,109.76194,15.86414754427144,0,0,0,0
43077410049791823,2175.876397157842,4678.930695292906,4678.930695292906,390.78043,16.512000335970182,9,2175.8767123260773,2240.7460918035813,28.57049028569632,78.42869,16.962560596744495,2175.876797176387,3481.2464476204673,33.325556313110795,104.46177,15.893558577780857,0,0,0,0
44993160556188374,2210.521743778404,4229.404846930102,4229.404846930102,211.4751,16.62166872041413,9,2210.522058746091,2032.706420656116,31.38121773843763,64.77462,17.068355568385662,2210.522144178589,3153.555758812854,40.69479047947323,77.49286,16.00089421548655,0,0,0,0
44997252840482517,2210.5957507956523,4128.846190848416,4128.846190848416,362.9026,16.647795105321713,9,2210.596065271898,1965.4489170923982,24.899598073387654,78.93497,17.10488781381622,2210.5961538798188,3116.725342170598,30.345337341421978,102.70854,16.013649170498933,0,0,0,0
46406842466493048,2236.0875484469125,4594.447500995539,4594.447500995539,289.94696,16.531783633623807,9,2236.087862863178,2225.333732995513,27.016239369649576,82.370224,16.970054337584124,2236.087951742384,3428.7604609678656,32.0602498734111,106.9474,15.910052637094052,0,0,0,0
48336573483726694,2270.9859306742896,4038.6629317912566,4038.6629317912566,188.88104,16.671772846269548,7,2270.9863017045313,1944.8533694078837,38.90617308620407,49.988297,17.116325056729963,2270.986388287013,3038.8333747740544,40.334408622229965,75.340965,16.041128282379656,0,0,0,0
48340665776272489,2271.0599945475115,4061.0279527743483,4061.0279527743483,254.75407,16.665776919990257,9,2271.060308865248,1857.3072422008454,24.9498393634039,74.44165,17.166332835345003,2271.060398141651,2919.715081682065,29.097142658502847,100.343704,16.084544318159054,0,0,0,0
49884327751607401,2298.976570478439,4477.909638873585,4477.909638873585,332.58124,16.55967855313437,9,2298.976884847487,2130.9436124396393,25.697076352031047,82.92553,17.01711232113455,2298.976973575006,3397.7495681968226,30.64831299932966,110.86253,15.919917086274577,0,0,0,0
49888420045308370,2299.0505500279132,4383.439674649166,4383.439674649166,287.17233,16.582829281740985,8,2299.050892810846,2168.435058088962,29.41557939353098,73.71723,16.99817616553654,2299.050980561687,3387.532493495652,33.62143853073554,100.755135,15.923186826925841,0,0,0,0
51818486173152386,2333.9551019168975,4273.167565972674,4273.167565972674,464.39923,16.61049205863158,8,2333.9554166534253,2146.4200544486216,37.052608074787564,57.928986,17.009255422331357,2333.9555035080994,3152.931212220017,41.9483496546801,75.162224,16.001109261629587,0,0,0,0
51822578468188928,2334.0291094403033,4552.40970726328,4552.40970726328,272.56204,16.541763515224375,9,2334.02942373546,2245.1918149006992,26.813895393087666,83.7324,16.960408590094602,2334.0295130932323,3238.7874240480037,30.055806368017272,107.759125,15.971939390462765,0,0,0,0
53518235070916495,2364.6943249290407,4252.530781588126,4252.530781588126,272.04004,16.61574820230498,9,,,,,,,,,,,0,0,1,1
53522327363961787,2364.7683040172137,4208.242436332942,4208.242436332942,270.71832,16.627114988259393,8,2364.768646832225,1999.0543105427287,28.46766057771587,70.22194,17.086480732692486,2364.768734423766,3240.312320104854,32.67705404915167,99.161705,15.971428321038506,0,0,0,0
55452560986105391,2399.6756129431174,6284.727681093649,6284.727681093649,345.36066,16.191650706217256,9,2399.6759273308467,3368.526094403794,35.41783238996754,95.10819,16.519942425850097,2399.6760159623977,4222.591213773434,40.57816700518503,104.06067,15.683947901899527,0,0,0,0
57138481664653154,2430.1644862190396,4175.667998612151,4175.667998612151,411.9499,16.635551963970574,9,,,,,,,,,,,0,1,1,1
57142573962023988,2430.2384928784845,4089.211863474323,4089.211863474323,123.55493,16.658267836845944,9,2430.2388074495875,1963.6580934568392,31.965701603076738,61.430157,17.105877536003412,2430.238895640574,3047.889297420271,30.96114674026333,98.44239,16.03789752886287,1,1,0,0
59062884507624953,2464.966068795567,5938.674898688468,5938.674898688468,445.41745,16.253142988772176,9,2464.966383782157,3145.132226674824,29.769728860763912,105.64867,16.59444494419948,2464.9664696949217,3980.0489240063835,33.716675719927885,118.04393,15.748174474679328,0,0,0,0
62526532760654975,2527.6039339381805,5204.410040771756,5204.410040771756,240.40544,16.396438101871876,9,2527.604248426579,2586.526570509666,41.75721328800593,61.94203,16.80674985547784,2527.6043366125446,3497.8384076383613,37.01853100318494,94.488846,15.888396145739389,0,0,0,0
65855971065344941,2587.8150817851024,5740.957725572986,5740.957725572986,391.11258,16.289905994842975,9,2587.81539651322,2917.9742312075323,35.97606505150988,81.108765,16.67583858505824,2587.8154834469524,3944.4882283561565,40.61148601867928,97.1274,15.757918840351028,0,0,0,0
67282541662598216,2613.6140118310627,4113.647380620409,4113.647380620409,457.46042,16.651799213324683,9,2613.6143260876124,1938.2540499169215,25.009893352851385,77.4995,17.120015465581776,2613.6144153159953,2932.033758756804,29.069934277963743,100.86138,16.07997308524505,0,0,0,0
67286633956954849,2613.688019372821,4286.504964450085,4286.504964450085,325.5813,16.607108539443885,9,2613.6883339169713,2144.816869707501,30.05807009274715,71.355774,17.010066673645653,2613.6884222088433,4101.11759353359,34.44168590069598,119.07424,15.715639945595912,0,0,0,0
69216427601704019,2648.5876222171914,5400.478909199371,5400.478909199371,339.59918,16.35628618120174,9,2648.5879369588747,2665.2326535986435,37.38136659672319,71.29842,16.774204402124592,2648.58802383213,3573.2046713367886,40.6422993155259,87.918365,15.865250768452622,0,0,0,0
