#solutionId=375316653866487564
#sourceId=4659837279046370176
#nTransits=129
#transitID,gTransitTime,gTransitFlux,gTransitFluxError,gTransitFluxOverError,gTransitMag,gTransitNObs,bpObsTime,bpFlux,bpFluxError,bpFluxOverError,bpMag,rpObsTime,rpFlux,rpFluxError,rpFluxOverError,rpMag,photometryFlagNoisyData,variabilityFlagGReject,variabilityFlagBpReject,variabilityFlagRpReject
14909542449337030,1666.4754093663462,10768.648872551477,10768.648872551477,462.5716,15.606963826082076,9,1666.4757238601812,6587.907144363977,48.47358514572425,135.90715,15.791673542746285,1666.475812175044,6959.170822260957,43.59670925137514,159.62605,15.141501758726267,0,0,0,0
14919283263423716,1666.6515391953,11245.066259884217,11245.066259884217,505.87845,15.55996182006814,8,1666.6518819825462,6800.716971746446,46.992789310793036,144.7183,15.757155463274874,1666.6519694890035,7159.96023058094,44.05984481607306,162.50534,15.110618976002042,0,0,0,0
14923375562248765,1666.7255745826026,11335.8257357807,11335.8257357807,649.1359,15.551233964714518,9,1666.7258890683795,6940.08656265299,47.704102492272504,145.48196,15.735129997351923,1666.7259774234217,7173.746369007429,44.55227663858447,161.01863,15.10853045631247,0,0,0,0
14933116381316189,1666.9017045095582,11241.49164199705,11241.49164199705,419.44366,15.560307012258772,8,1666.9020472882103,6782.062216704115,46.5976646648846,145.5451,15.760137791912367,1666.9021348392712,7421.340411932703,44.7119125787371,165.98128,15.071689619044871,0,0,0,0
14937208680141238,1666.9757399018724,11072.310726148527,11072.310726148527,1023.3961,15.576771204449514,9,1666.9760543793086,6872.130676157091,47.31161637518749,145.2525,15.745813692859695,1666.9761427735195,7150.856799489976,44.36144785515196,161.1953,15.112000298401092,0,0,0,0
14946949498684373,1667.1518698067873,10505.524226417589,10505.524226417589,231.03018,15.633822545533832,8,1667.1522125771776,6254.463732634591,44.31953295433431,141.12206,15.848067019429624,1667.1523001731414,6893.316555298355,43.163779946612216,159.70142,15.151824944530878,1,0,0,0
14951041798033710,1667.2259052041982,10182.404021378541,10182.404021378541,566.6141,15.667741054185079,9,1667.2262196722515,6221.331634406739,45.794390292210124,135.85358,15.853833834626098,1667.2263081054964,6722.026380043751,43.21294804429351,155.55583,15.179144969929533,0,0,0,0
14960782616445775,1667.4020351115435,9498.345580052512,9498.345580052512,689.18756,15.743246950682117,8,1667.4023778737637,5633.388505129879,42.764832348523456,131.72946,15.961617957620348,1667.402465513487,6368.689020214684,41.49508709185464,153.48056,15.237770393582528,0,0,0,0
14964874917105832,1667.4760705305914,9310.060948943581,9310.060948943581,264.7571,15.764985556733475,9,1667.4763849901885,5352.616886711041,43.34104824117239,123.49994,16.017126816073063,1667.4764734615746,136501.9486720351,310.9466728447026,438.98828,11.910048372868909,1,0,0,1
14974615736959689,1667.652200454663,8885.334687728166,8885.334687728166,404.5702,15.815682389038825,8,1667.6525432087071,5100.079851485982,41.28836355304376,123.52342,16.0695997761466,1667.6526308918526,6061.631853905155,40.658073010609655,149.08803,15.291421609987129,0,0,0,0
